carat,cut,color,clarity,depth,table,price
0.3,2,6,5,-1.0097501769665669,0.28846153846153844,473
1.1,1,5,3,-1.0796390946901588,0.2500000000000001,4916
0.3,1,4,3,-0.8000834237957756,0.2500000000000001,432
1.07,3,1,4,0.45791709522895124,0.2692307692307693,7415
0.31,3,5,4,0.9471395192941255,0.2692307692307693,628
0.37,1,2,4,-0.38074991745419834,0.2692307692307693,1041
0.79,3,3,3,0.8073616838469315,0.2692307692307693,3519
2.51,3,7,3,1.436361943359295,0.23076923076923073,16842
0.32,1,4,8,-0.5904166706249895,0.2692307692307693,918
0.3,1,3,7,0.10847250661097103,0.2500000000000001,814
1.04,1,6,3,0.8772506015705285,0.2500000000000001,4135
0.32,1,4,8,-0.5205277529013924,0.2500000000000001,918
1.07,4,5,4,1.436361943359295,0.2692307692307693,5758
0.9,3,2,4,-0.31086099973060627,0.28846153846153844,5887
1.07,2,4,2,-1.3591947655845469,0.326923076923077,4201
0.74,3,1,2,-0.2409720820070092,0.2692307692307693,2558
1.01,2,2,3,-0.5205277529013924,0.3076923076923076,5749
0.4,3,1,4,1.2266951901885088,0.2692307692307693,850
0.73,3,2,2,1.0869173547413147,0.2692307692307693,2409
0.91,4,4,5,1.646028696530081,0.3076923076923076,4150
1.0,2,4,4,0.17836142433456806,0.2692307692307693,6048
0.34,1,4,4,-0.03130532883621808,0.2500000000000001,596
1.63,2,6,3,-0.03130532883621808,0.28846153846153844,9730
0.3,3,6,3,0.5976949306761453,0.2692307692307693,405
0.9,4,3,5,0.7374727661233345,0.326923076923077,4898
0.33,3,1,5,-1.149528012413756,0.3076923076923076,696
0.34,1,1,8,0.2482503420581651,0.2692307692307693,2346
0.92,2,2,3,-1.63875043647893,0.3653846153846153,4183
0.35,2,5,7,-0.38074991745419834,0.326923076923077,798
0.25,3,1,6,-0.45063883517779535,0.3076923076923076,548
0.32,1,3,4,0.10847250661097103,0.2692307692307693,688
0.9,1,4,5,0.2482503420581651,0.2500000000000001,5540
1.05,3,5,4,-1.9183061073733132,0.3076923076923076,5370
0.32,2,2,4,-0.31086099973060627,0.3076923076923076,900
0.37,1,2,4,-0.5205277529013924,0.2500000000000001,762
0.4,4,2,2,1.506250861082892,0.2692307692307693,622
0.32,1,4,5,-0.6603055883485865,0.2692307692307693,645
0.41,3,2,2,0.8073616838469315,0.28846153846153844,683
1.04,1,3,2,0.31813925978176216,0.2500000000000001,4797
0.32,1,4,2,0.5278060129525484,0.2692307692307693,421
0.72,3,6,3,1.0869173547413147,0.2692307692307693,2074
2.01,2,3,2,0.45791709522895124,0.28846153846153844,14279
0.3,1,3,4,0.31813925978176216,0.23076923076923073,573
1.07,1,3,2,-0.7301945060721785,0.26730769230769236,5027
0.9,1,7,3,0.5976949306761453,0.21153846153846156,3102
1.12,2,5,3,0.17836142433456806,0.2500000000000001,5291
0.38,4,3,4,0.6675838483997424,0.28846153846153844,752
1.23,1,6,5,-0.45063883517779535,0.2692307692307693,7881
1.07,3,7,6,-1.219416930137353,0.326923076923077,5661
1.01,2,1,3,0.38802817750535423,0.326923076923077,5939
0.32,1,6,4,-0.10119424655981511,0.2500000000000001,576
0.4,2,5,3,0.5976949306761453,0.28846153846153844,855
1.21,2,7,6,-0.6603055883485865,0.326923076923077,5572
0.73,3,2,5,0.2482503420581651,0.326923076923077,3353
1.1,4,1,2,-3.316084461845234,0.3653846153846153,4361
0.52,1,1,5,-0.31086099973060627,0.2500000000000001,2550
1.5,4,5,3,-2.687084202332871,0.3653846153846153,9324
1.01,2,1,3,-2.547306366885677,0.34615384615384615,5147
0.6,2,2,4,-1.708639354202527,0.326923076923077,2124
0.31,1,4,8,-0.2409720820070092,0.2500000000000001,891
1.13,1,5,3,0.10847250661097103,0.326923076923077,5911
1.73,2,3,2,0.45791709522895124,0.326923076923077,9494
0.9,4,4,1,1.2965841079121059,0.34615384615384615,2344
0.37,2,2,4,-1.8484171896497164,0.326923076923077,811
1.14,4,5,3,0.7374727661233345,0.28846153846153844,5487
1.01,3,5,3,0.8772506015705285,0.2692307692307693,5172
0.42,1,4,7,0.7374727661233345,0.23076923076923073,1245
0.3,3,2,6,0.45791709522895124,0.28846153846153844,622
1.55,2,5,5,-0.6603055883485865,0.326923076923077,8593
1.01,4,1,3,1.506250861082892,0.326923076923077,5055
0.33,1,5,8,-0.2409720820070092,0.21153846153846156,838
0.9,4,4,6,1.2965841079121059,0.28846153846153844,5001
0.3,1,6,7,0.38802817750535423,0.23076923076923073,709
0.36,3,2,6,0.038583588887373996,0.28846153846153844,968
1.52,2,4,4,0.8073616838469315,0.326923076923077,12148
0.52,3,4,3,1.0869173547413147,0.2692307692307693,1338
0.53,1,4,7,-0.6603055883485865,0.2500000000000001,2005
0.43,1,2,6,0.17836142433456806,0.2692307692307693,1304
0.7,3,4,4,-0.8000834237957756,0.326923076923077,2507
0.51,4,5,3,1.366473025635703,0.2500000000000001,1227
0.94,2,5,2,0.10847250661097103,0.2692307692307693,3335
0.31,1,1,6,-0.5205277529013924,0.2500000000000001,853
0.94,2,4,2,0.8772506015705285,0.3076923076923076,3099
1.14,1,6,3,0.31813925978176216,0.2500000000000001,4953
0.38,1,3,4,0.31813925978176216,0.2692307692307693,800
0.93,1,4,3,0.17836142433456806,0.2500000000000001,4546
0.3,2,6,7,0.5976949306761453,0.326923076923077,552
1.09,1,4,3,0.31813925978176216,0.2500000000000001,4970
0.7,2,3,4,-2.1279728605440997,0.34615384615384615,2842
0.32,3,1,3,0.6675838483997424,0.2692307692307693,589
1.01,2,1,3,0.17836142433456806,0.326923076923077,6066
1.13,3,2,2,1.1568062724649117,0.3076923076923076,5147
1.0,2,2,2,-0.8000834237957756,0.34615384615384615,4390
0.37,1,1,4,0.38802817750535423,0.23076923076923073,763
0.31,3,3,3,0.9471395192941255,0.23076923076923073,663
0.28,3,2,5,-1.5688615187553332,0.3076923076923076,487
0.34,1,1,7,-0.03130532883621808,0.2692307692307693,1133
0.92,3,3,3,0.8073616838469315,0.2500000000000001,4037
0.32,1,1,2,0.5976949306761453,0.2500000000000001,612
0.81,3,7,3,0.9471395192941255,0.3076923076923076,2482
1.03,2,7,3,-0.03130532883621808,0.21153846153846156,4153
0.9,4,3,2,1.0170284370177227,0.2692307692307693,3267
0.52,2,4,5,-0.03130532883621808,0.2500000000000001,1815
0.72,1,7,6,-0.17108316428341216,0.2692307692307693,2150
1.04,1,2,3,0.5976949306761453,0.1923076923076924,6260
0.3,1,5,5,-0.17108316428341216,0.2692307692307693,693
1.24,2,5,5,0.31813925978176216,0.3076923076923076,7092
0.7,1,5,3,-0.8000834237957756,0.2692307692307693,2536
0.32,2,2,4,-0.5205277529013924,0.3076923076923076,900
0.53,1,1,7,-0.10119424655981511,0.23076923076923073,3097
0.8,3,3,5,1.366473025635703,0.2500000000000001,3460
0.32,2,2,2,-0.03130532883621808,0.326923076923077,576
1.01,4,2,2,1.366473025635703,0.28846153846153844,4666
1.24,3,3,4,-0.5904166706249895,0.326923076923077,8907
0.3,1,3,5,0.038583588887373996,0.23076923076923073,612
1.16,1,5,3,0.31813925978176216,0.21153846153846156,6036
1.11,2,4,4,-0.17108316428341216,0.28846153846153844,7055
1.07,2,5,4,-0.8000834237957756,0.326923076923077,4374
1.73,2,5,3,0.45791709522895124,0.28846153846153844,12079
0.52,3,2,5,-1.9881950250969103,0.40384615384615385,2092
0.54,1,4,3,0.5976949306761453,0.2692307692307693,1389
0.31,1,2,4,0.038583588887373996,0.23076923076923073,680
0.4,1,2,6,-0.17108316428341216,0.23076923076923073,988
0.66,1,1,3,0.6675838483997424,0.23076923076923073,2079
0.94,3,4,4,0.8073616838469315,0.29999999999999993,4488
0.41,2,1,7,0.31813925978176216,0.28846153846153844,1413
0.25,1,5,5,0.10847250661097103,0.21153846153846156,426
1.31,1,6,5,0.038583588887373996,0.23076923076923073,8611
1.53,2,3,2,-0.5904166706249895,0.326923076923077,7685
1.2,3,7,4,0.9471395192941255,0.2500000000000001,4232
1.11,1,5,2,-0.17108316428341216,0.23076923076923073,4883
1.5,2,7,2,-0.5205277529013924,0.326923076923077,6048
1.48,2,5,2,-1.429083683308139,0.3076923076923076,6216
0.51,1,2,3,0.7374727661233345,0.23076923076923073,1546
1.14,4,6,3,1.2266951901885088,0.2500000000000001,4702
1.02,1,5,2,0.5278060129525484,0.1923076923076924,4918
1.51,2,3,2,-1.28930584786095,0.28846153846153844,9471
3.01,2,4,2,-1.3591947655845469,0.28846153846153844,14220
0.71,1,1,4,-0.5904166706249895,0.2500000000000001,4029
0.33,2,2,6,-1.0097501769665669,0.28846153846153844,868
0.8,2,3,4,0.45791709522895124,0.3076923076923076,3285
0.3,4,1,3,1.1568062724649117,0.2500000000000001,552
1.25,1,2,4,-0.7301945060721785,0.2500000000000001,11422
0.45,1,6,4,-0.31086099973060627,0.23076923076923073,748
0.76,3,4,4,0.2482503420581651,0.21153846153846156,2990
0.32,2,2,4,-0.8699723415193726,0.23076923076923073,900
1.58,2,4,4,0.5976949306761453,0.3076923076923076,13014
0.33,1,5,5,-0.17108316428341216,0.2500000000000001,579
0.44,2,2,4,-0.9398612592429697,0.28846153846153844,1073
1.71,3,3,3,1.0869173547413147,0.1923076923076924,13152
1.1,2,5,3,-0.7301945060721785,0.3076923076923076,5476
1.51,3,4,4,1.0869173547413147,0.326923076923077,12872
1.01,4,2,2,-1.0796390946901588,0.326923076923077,4566
1.54,1,5,2,0.038583588887373996,0.2692307692307693,6095
1.09,1,6,4,0.038583588887373996,0.2692307692307693,5904
0.87,2,7,3,-0.2409720820070092,0.2692307692307693,2321
1.0,4,4,4,0.8772506015705285,0.28846153846153844,5723
0.34,1,2,7,0.17836142433456806,0.2500000000000001,1084
0.7,1,3,5,-0.10119424655981511,0.23076923076923073,2874
0.32,1,4,5,-0.38074991745419834,0.2500000000000001,645
0.27,1,2,6,-0.17108316428341216,0.2692307692307693,620
1.14,2,4,3,0.38802817750535423,0.3076923076923076,5650
1.01,3,4,5,-0.5904166706249895,0.23076923076923073,7179
1.51,2,6,3,0.31813925978176216,0.34615384615384615,6756
0.42,1,4,7,-1.219416930137353,0.2692307692307693,1235
1.21,1,3,7,-0.45063883517779535,0.2692307692307693,12556
1.08,2,4,3,-1.63875043647893,0.326923076923077,5044
0.34,4,3,2,1.506250861082892,0.2500000000000001,417
0.33,2,5,2,-0.38074991745419834,0.2692307692307693,520
0.5,1,6,3,0.38802817750535423,0.2500000000000001,1076
0.38,1,4,4,-0.5205277529013924,0.23076923076923073,721
0.31,1,1,4,0.5278060129525484,0.2500000000000001,734
0.71,1,3,7,-0.45063883517779535,0.21153846153846156,4937
0.45,2,2,3,0.7374727661233345,0.28846153846153844,1091
0.41,1,2,5,0.6675838483997424,0.23076923076923073,1079
0.31,1,4,8,0.5278060129525484,0.2500000000000001,871
0.31,3,4,4,0.5976949306761453,0.2500000000000001,559
0.81,1,2,2,0.2482503420581651,0.23076923076923073,3101
0.25,1,3,8,0.38802817750535423,0.21153846153846156,739
0.3,1,6,7,0.45791709522895124,0.2500000000000001,552
1.0,2,3,2,-0.17108316428341216,0.28846153846153844,3920
0.9,3,6,3,0.9471395192941255,0.21153846153846156,3211
0.4,4,3,4,1.646028696530081,0.2500000000000001,723
0.51,2,3,4,-0.2409720820070092,0.28846153846153844,1619
0.62,3,6,6,-0.31086099973060627,0.30384615384615377,1615
1.05,1,7,3,0.38802817750535423,0.2500000000000001,4253
0.51,4,2,3,1.2965841079121059,0.28846153846153844,1434
0.29,3,4,7,0.17836142433456806,0.28846153846153844,522
1.15,2,7,3,0.38802817750535423,0.23076923076923073,4347
2.02,4,7,3,1.2266951901885088,0.326923076923077,12798
0.9,4,4,2,1.366473025635703,0.3653846153846153,3014
0.34,2,3,2,-0.03130532883621808,0.34615384615384615,574
0.34,1,2,8,0.17836142433456806,0.2500000000000001,1163
0.76,1,2,5,0.2482503420581651,0.2692307692307693,2947
0.32,2,3,5,0.2482503420581651,0.326923076923077,874
0.43,4,4,3,0.9471395192941255,0.28846153846153844,704
0.53,1,5,4,0.10847250661097103,0.23461538461538456,1435
1.56,2,3,2,-2.0580839428205078,0.3076923076923076,7950
0.26,4,1,4,2.4148067914896436,0.2500000000000001,403
1.54,3,3,3,-2.0580839428205078,0.326923076923077,11650
0.72,1,3,4,-1.5688615187553332,0.2692307692307693,2863
0.3,1,6,4,-0.10119424655981511,0.2692307692307693,438
1.11,1,3,4,0.10847250661097103,0.23076923076923073,7823
2.22,1,6,4,-0.31086099973060627,0.2500000000000001,18363
1.28,2,4,4,-0.10119424655981511,0.28846153846153844,8874
0.91,3,2,5,0.7374727661233345,0.326923076923077,5057
0.3,1,2,5,0.5278060129525484,0.2500000000000001,778
0.42,1,2,4,-0.10119424655981511,0.2692307692307693,908
0.36,3,4,2,0.10847250661097103,0.2500000000000001,473
1.0,1,6,3,0.038583588887373996,0.23076923076923073,4602
0.73,5,3,2,2.0653622028716634,0.2500000000000001,1631
1.37,1,6,2,0.31813925978176216,0.2500000000000001,6401
1.32,1,7,5,0.5278060129525484,0.2692307692307693,5808
0.41,2,3,5,0.45791709522895124,0.326923076923077,1007
0.46,1,4,2,0.31813925978176216,0.1923076923076924,864
0.3,3,1,6,0.8073616838469315,0.2500000000000001,752
0.57,3,4,5,-0.5205277529013924,0.23076923076923073,1817
0.3,2,3,4,0.31813925978176216,0.28846153846153844,776
1.01,2,4,6,0.45791709522895124,0.3076923076923076,7466
0.7,2,7,5,-1.4989726010317361,0.3653846153846153,1953
1.04,1,5,3,-0.31086099973060627,0.23076923076923073,3984
1.01,4,2,3,-2.687084202332871,0.2692307692307693,5233
0.39,1,1,5,0.17836142433456806,0.2692307692307693,1095
0.41,1,4,3,-0.10119424655981511,0.2692307692307693,1110
0.43,1,3,7,0.2482503420581651,0.23076923076923073,1358
0.32,4,5,3,0.9471395192941255,0.23076923076923073,449
1.0,2,5,6,0.10847250661097103,0.34615384615384615,4312
0.4,3,3,3,-0.03130532883621808,0.3653846153846153,717
1.34,3,5,2,-0.45063883517779535,0.3846153846153847,4352
0.42,2,2,3,-0.10119424655981511,0.3076923076923076,992
0.6,1,4,5,-1.0796390946901588,0.2692307692307693,2109
1.13,1,5,2,0.17836142433456806,0.2692307692307693,4556
0.3,1,6,4,-1.0097501769665669,0.2692307692307693,438
2.53,2,5,2,-0.45063883517779535,0.2692307692307693,15148
1.5,3,2,3,-0.6603055883485865,0.28846153846153844,11688
0.93,1,4,2,-0.5205277529013924,0.21153846153846156,3114
1.19,1,3,4,0.17836142433456806,0.2692307692307693,8265
0.36,2,4,5,-0.03130532883621808,0.3076923076923076,726
0.32,1,6,4,0.5278060129525484,0.23076923076923073,449
0.31,3,4,6,1.0869173547413147,0.2692307692307693,907
0.44,2,3,4,-0.45063883517779535,0.3653846153846153,1018
0.79,3,3,2,0.5976949306761453,0.2692307692307693,2655
1.0,5,3,4,2.0653622028716634,0.3076923076923076,4829
0.9,4,4,5,1.506250861082892,0.326923076923077,4479
0.52,2,2,3,-0.5904166706249895,0.28846153846153844,1387
0.31,3,2,4,-0.5205277529013924,0.3076923076923076,680
0.32,1,4,4,-0.2409720820070092,0.23076923076923073,720
0.31,4,1,3,1.1568062724649117,0.23076923076923073,571
1.7,3,3,1,0.9471395192941255,0.2500000000000001,5998
0.31,2,5,6,-0.2409720820070092,0.28846153846153844,802
0.41,1,5,3,0.8073616838469315,0.23076923076923073,876
0.79,1,2,2,-0.5205277529013924,0.2692307692307693,3390
1.78,2,5,2,-1.8484171896497164,0.326923076923077,11262
1.53,2,7,5,-1.149528012413756,0.3076923076923076,8205
1.24,2,3,3,-0.2409720820070092,0.3653846153846153,6125
0.9,3,6,4,1.1568062724649117,0.2692307692307693,3489
0.5,2,4,2,-2.1978617782676966,0.34615384615384615,1078
2.01,4,6,2,1.436361943359295,0.2692307692307693,8780
0.57,1,3,2,0.6675838483997424,0.2500000000000001,1432
1.54,3,6,4,0.31813925978176216,0.28846153846153844,8656
1.52,2,5,4,-0.5205277529013924,0.34615384615384615,8001
0.31,1,2,6,-0.03130532883621808,0.2500000000000001,766
0.91,3,2,3,0.5278060129525484,0.34615384615384615,4512
0.57,1,3,3,-0.10119424655981511,0.2500000000000001,1299
0.82,3,3,4,-2.1279728605440997,0.28846153846153844,3621
0.9,5,6,6,-0.5904166706249895,0.4423076923076924,3288
1.22,4,5,2,-0.17108316428341216,0.40384615384615385,4782
0.31,1,5,6,0.038583588887373996,0.2500000000000001,802
0.5,4,2,3,1.9954732851480612,0.21153846153846156,1232
1.02,1,4,4,-0.2409720820070092,0.23076923076923073,6499
0.72,1,3,6,0.38802817750535423,0.2692307692307693,3740
0.4,3,5,7,1.506250861082892,0.2692307692307693,968
0.53,2,4,4,0.45791709522895124,0.3076923076923076,1607
1.0,2,2,2,-1.28930584786095,0.23076923076923073,3612
0.33,3,4,5,0.9471395192941255,0.2692307692307693,854
1.28,2,5,2,-1.0796390946901588,0.326923076923077,5376
1.17,1,6,3,-1.219416930137353,0.3076923076923076,5092
2.01,2,5,3,-0.8000834237957756,0.3653846153846153,16733
1.52,1,4,3,-0.7301945060721785,0.2692307692307693,9704
0.7,1,1,3,-0.10119424655981511,0.2692307692307693,3471
0.3,1,4,8,0.45791709522895124,0.23076923076923073,1025
0.43,3,3,4,-0.5205277529013924,0.2692307692307693,905
2.01,2,6,3,-0.31086099973060627,0.326923076923077,11646
0.5,3,2,3,-0.17108316428341216,0.3653846153846153,1316
2.1,2,6,3,-0.17108316428341216,0.2692307692307693,15007
1.24,1,2,2,-1.7785282719261193,0.23076923076923073,5444
0.41,3,3,4,0.5976949306761453,0.28846153846153844,863
2.61,1,7,2,1.9954732851480612,0.23076923076923073,17209
1.1,1,4,5,-0.31086099973060627,0.2500000000000001,8775
1.21,2,3,5,0.10847250661097103,0.28846153846153844,10245
0.28,3,1,6,1.576139778806489,0.2500000000000001,532
0.77,2,3,5,0.2482503420581651,0.326923076923077,3343
1.21,1,2,3,0.17836142433456806,0.2500000000000001,6887
0.57,1,1,4,0.2482503420581651,0.2500000000000001,1963
0.45,4,4,5,1.646028696530081,0.30384615384615377,1127
0.31,1,5,8,-1.219416930137353,0.2692307692307693,816
0.9,3,2,4,0.5278060129525484,0.28846153846153844,5305
0.32,1,3,6,-0.5904166706249895,0.2500000000000001,800
1.08,1,6,3,0.2482503420581651,0.3076923076923076,4521
0.7,5,7,4,3.9523629814087586,0.28846153846153844,1896
1.31,1,4,7,0.10847250661097103,0.23076923076923073,13406
0.34,1,2,2,0.45791709522895124,0.21153846153846156,454
0.3,1,5,3,0.45791709522895124,0.23076923076923073,450
0.33,1,7,5,0.2482503420581651,0.23076923076923073,434
1.71,3,7,5,-0.38074991745419834,0.3076923076923076,9707
0.77,5,1,2,2.3449178737660414,0.3846153846153847,1651
0.75,4,1,3,1.2965841079121059,0.28846153846153844,3024
0.32,2,5,3,0.038583588887373996,0.2500000000000001,591
0.72,1,7,4,-0.2409720820070092,0.2692307692307693,2099
0.32,1,1,4,0.31813925978176216,0.23076923076923073,972
0.31,1,4,5,0.5278060129525484,0.2692307692307693,802
0.39,3,2,3,-1.8484171896497164,0.3076923076923076,670
0.73,3,5,3,0.6675838483997424,0.3076923076923076,2359
0.72,1,7,3,0.10847250661097103,0.21153846153846156,1864
0.52,2,5,5,-1.7785282719261193,0.326923076923077,1577
0.35,1,3,4,-0.2409720820070092,0.2500000000000001,706
0.42,1,7,5,-0.5904166706249895,0.2692307692307693,663
1.02,1,4,6,-1.7785282719261193,0.28846153846153844,8107
0.54,3,1,3,1.0170284370177227,0.23076923076923073,1667
0.73,1,4,5,-0.38074991745419834,0.2500000000000001,3589
0.6,1,4,4,0.2482503420581651,0.2692307692307693,1746
1.2,2,4,5,-0.2409720820070092,0.326923076923077,8596
1.08,1,5,4,-1.0097501769665669,0.2692307692307693,6411
2.0,3,6,4,1.0869173547413147,0.2500000000000001,16694
1.02,4,3,5,0.5976949306761453,0.2173076923076923,8011
0.43,1,4,5,-0.10119424655981511,0.23269230769230764,1005
0.5,3,2,4,0.8073616838469315,0.23076923076923073,1559
0.36,1,2,4,0.038583588887373996,0.2500000000000001,949
0.31,1,4,7,0.10847250661097103,0.23076923076923073,816
0.55,3,4,8,-1.0796390946901588,0.326923076923077,2314
1.2,1,5,3,0.10847250661097103,0.21153846153846156,6169
0.32,2,3,7,-0.7301945060721785,0.28846153846153844,1235
0.42,1,2,4,0.038583588887373996,0.2692307692307693,958
0.74,3,3,3,-1.3591947655845469,0.28846153846153844,2583
1.01,3,1,3,-1.8484171896497164,0.34615384615384615,4821
0.33,2,4,5,0.038583588887373996,0.3076923076923076,854
2.25,4,7,3,0.45791709522895124,0.34615384615384615,15287
1.0,2,2,2,-0.2409720820070092,0.34615384615384615,4704
0.57,1,1,4,0.2482503420581651,0.2500000000000001,1864
0.5,4,6,6,2.1352511205952553,0.2500000000000001,1280
0.85,2,3,6,-0.38074991745419834,0.326923076923077,4451
1.01,3,4,2,0.10847250661097103,0.23076923076923073,3852
0.32,1,4,7,-0.38074991745419834,0.2500000000000001,814
0.71,2,4,5,-0.6603055883485865,0.3076923076923076,2686
0.31,2,4,4,-0.17108316428341216,0.3076923076923076,544
1.2,2,4,4,-1.4989726010317361,0.28846153846153844,7258
0.37,1,4,7,-0.2409720820070092,0.23076923076923073,936
0.5,1,2,5,0.10847250661097103,0.23076923076923073,1675
0.9,4,3,4,1.0869173547413147,0.2692307692307693,4432
1.19,5,6,3,2.2051400383188575,0.28846153846153844,5198
0.4,3,2,5,0.45791709522895124,0.21153846153846156,1053
1.5,3,4,7,1.0869173547413147,0.28846153846153844,14842
2.01,4,7,2,1.1568062724649117,0.3076923076923076,11554
0.55,2,6,7,-0.31086099973060627,0.3076923076923076,1712
0.63,2,2,7,-0.5904166706249895,0.326923076923077,2789
0.31,2,5,8,-0.5205277529013924,0.28846153846153844,816
0.33,1,4,4,0.17836142433456806,0.2692307692307693,579
1.5,5,6,2,4.441585405473924,0.3076923076923076,6209
1.25,1,2,2,0.38802817750535423,0.28846153846153844,7289
0.72,2,7,3,0.2482503420581651,0.3076923076923076,1987
1.01,4,4,4,1.855695449700877,0.28846153846153844,5418
1.01,4,2,5,1.436361943359295,0.23076923076923073,7665
1.52,1,4,4,-0.17108316428341216,0.2500000000000001,13153
0.37,3,5,4,-1.5688615187553332,0.34615384615384615,584
0.34,3,1,2,-0.7301945060721785,0.34615384615384615,507
1.07,2,5,4,-1.9881950250969103,0.28846153846153844,4830
1.01,4,2,3,-3.3859733795688314,0.34615384615384615,4928
0.39,1,2,1,0.7374727661233345,0.2692307692307693,655
1.34,3,3,5,-1.429083683308139,0.326923076923077,10771
1.05,1,3,2,-1.0097501769665669,0.23076923076923073,4987
1.02,1,4,3,0.2482503420581651,0.23076923076923073,5426
0.8,4,3,2,1.506250861082892,0.2692307692307693,2189
0.32,1,4,7,0.038583588887373996,0.2500000000000001,1008
0.59,3,2,4,-1.28930584786095,0.2500000000000001,1838
0.9,3,5,3,0.8772506015705285,0.23076923076923073,3388
0.52,1,4,6,0.10847250661097103,0.23076923076923073,1911
2.01,1,5,3,0.2482503420581651,0.2500000000000001,14725
0.4,1,5,4,-0.5904166706249895,0.2500000000000001,919
1.02,2,3,3,-1.7785282719261193,0.28846153846153844,5038
0.38,2,4,5,-0.5205277529013924,0.28846153846153844,833
0.92,2,3,2,0.2482503420581651,0.326923076923077,3083
1.01,1,6,2,0.7374727661233345,0.2692307692307693,4244
0.26,3,4,7,0.038583588887373996,0.2692307692307693,545
0.71,1,2,3,-0.31086099973060627,0.23076923076923073,2792
1.2,3,5,3,0.8073616838469315,0.2500000000000001,6019
1.23,2,6,4,-0.45063883517779535,0.326923076923077,6206
1.2,1,1,3,-0.45063883517779535,0.2500000000000001,9317
0.33,2,4,5,-0.6603055883485865,0.3076923076923076,666
0.71,2,3,3,-1.9183061073733132,0.34615384615384615,2528
0.72,1,1,5,0.5278060129525484,0.23076923076923073,3629
0.57,1,3,3,0.31813925978176216,0.2500000000000001,1751
0.51,1,1,4,0.38802817750535423,0.2692307692307693,1882
0.37,1,6,4,-0.17108316428341216,0.2500000000000001,537
2.0,2,5,3,0.5976949306761453,0.2500000000000001,17760
0.35,3,6,4,0.5976949306761453,0.21153846153846156,527
2.11,2,4,2,0.31813925978176216,0.28846153846153844,13598
1.15,4,5,3,-1.0796390946901588,0.34615384615384615,5005
1.52,4,3,4,1.715917614253683,0.3076923076923076,11696
0.7,1,2,3,-0.8000834237957756,0.2692307692307693,2614
1.54,4,7,1,-0.03130532883621808,0.326923076923077,4492
0.3,2,4,8,0.8073616838469315,0.28846153846153844,956
0.38,3,2,4,-0.8699723415193726,0.3653846153846153,866
1.7,1,6,4,-0.03130532883621808,0.2500000000000001,11257
0.3,1,5,6,0.2482503420581651,0.23076923076923073,590
1.21,3,4,3,1.1568062724649117,0.326923076923077,4637
0.9,1,4,4,0.6675838483997424,0.2500000000000001,4133
0.7,3,4,5,0.8073616838469315,0.3076923076923076,2212
0.8,2,3,3,-0.17108316428341216,0.326923076923077,2890
0.53,2,5,5,0.38802817750535423,0.28846153846153844,1607
0.3,1,4,6,0.45791709522895124,0.2692307692307693,665
0.3,2,2,4,0.17836142433456806,0.326923076923077,844
0.9,2,6,4,-2.1279728605440997,0.326923076923077,2923
2.0,2,1,2,0.10847250661097103,0.3076923076923076,13098
1.05,2,2,2,0.31813925978176216,0.3076923076923076,3886
0.4,1,3,2,0.2482503420581651,0.21153846153846156,677
1.01,2,3,4,-0.03130532883621808,0.28846153846153844,6533
0.32,1,2,4,-0.03130532883621808,0.2500000000000001,639
0.53,2,5,4,-1.8484171896497164,0.3076923076923076,1356
0.52,1,1,3,0.8772506015705285,0.2692307692307693,1605
0.53,4,2,4,-2.1978617782676966,0.3653846153846153,1422
1.31,3,6,2,-0.6603055883485865,0.2692307692307693,5582
0.3,3,1,4,-1.0097501769665669,0.326923076923077,710
0.51,1,2,4,0.038583588887373996,0.2692307692307693,1781
0.59,1,4,3,-0.31086099973060627,0.2500000000000001,1782
0.51,1,4,5,-1.9183061073733132,0.3076923076923076,1632
0.6,1,4,5,-0.31086099973060627,0.326923076923077,2091
0.32,4,1,3,1.366473025635703,0.23076923076923073,550
2.0,1,2,2,0.31813925978176216,0.2692307692307693,16650
0.53,1,2,7,-0.17108316428341216,0.21153846153846156,3323
1.01,3,4,4,0.9471395192941255,0.2692307692307693,5939
0.83,3,1,3,1.2266951901885088,0.21153846153846156,2811
1.01,3,5,3,0.038583588887373996,0.3076923076923076,4876
0.32,2,2,4,-0.31086099973060627,0.3076923076923076,702
1.79,2,5,5,0.5976949306761453,0.2500000000000001,14904
0.91,2,5,4,0.038583588887373996,0.326923076923077,4313
0.4,5,4,3,-1.28930584786095,0.46153846153846156,960
0.33,1,4,5,0.38802817750535423,0.21153846153846156,854
0.74,1,2,3,-0.03130532883621808,0.2500000000000001,2779
1.5,1,4,2,0.17836142433456806,0.2692307692307693,8736
0.4,1,7,5,-0.17108316428341216,0.28846153846153844,633
1.0,4,3,4,1.715917614253683,0.28846153846153844,5606
0.35,3,5,4,-1.4989726010317361,0.3653846153846153,552
0.5,2,4,2,0.10847250661097103,0.28846153846153844,1006
0.71,2,4,2,0.17836142433456806,0.3076923076923076,1740
0.31,1,3,4,-0.10119424655981511,0.2500000000000001,749
0.33,1,2,4,-1.0097501769665669,0.2692307692307693,928
1.52,2,6,3,-0.8699723415193726,0.326923076923077,8694
1.53,3,5,3,-0.5205277529013924,0.34615384615384615,10468
0.7,1,4,2,-0.10119424655981511,0.2692307692307693,1814
0.74,1,3,3,-0.5205277529013924,0.2692307692307693,2851
0.55,1,3,4,-0.45063883517779535,0.2692307692307693,1819
